time,w1,w2,wb,acc
604,3.388759,-6.108298,1.374648,0.887000
605,3.388759,-6.108298,1.374648,0.887000
606,3.388759,-6.108298,1.374648,0.887000
607,5.108759,-4.748298,1.394648,0.983000
608,5.108759,-4.748298,1.394648,0.983000
609,5.108759,-4.748298,1.394648,0.983000
610,5.108759,-4.748298,1.394648,0.983000
611,5.108759,-4.748298,1.394648,0.983000
612,5.108759,-4.748298,1.394648,0.983000
613,5.108759,-4.748298,1.394648,0.983000
614,5.108759,-4.748298,1.394648,0.983000
615,5.108759,-4.748298,1.394648,0.983000
616,5.108759,-4.748298,1.394648,0.983000
617,5.108759,-4.748298,1.394648,0.983000
618,5.108759,-4.748298,1.394648,0.983000
619,5.108759,-4.748298,1.394648,0.983000
620,5.108759,-4.748298,1.394648,0.983000
621,5.108759,-4.748298,1.394648,0.983000
622,5.108759,-4.748298,1.394648,0.983000
623,5.108759,-4.748298,1.394648,0.983000
624,5.108759,-4.748298,1.394648,0.983000
625,5.108759,-4.748298,1.394648,0.983000
626,5.108759,-4.748298,1.394648,0.983000
627,5.108759,-4.748298,1.394648,0.983000
628,5.108759,-4.748298,1.394648,0.983000
629,5.108759,-4.748298,1.394648,0.983000
630,5.108759,-4.748298,1.394648,0.983000
631,5.108759,-4.748298,1.394648,0.983000
632,5.108759,-4.748298,1.394648,0.983000
633,5.108759,-4.748298,1.394648,0.983000
634,5.108759,-4.748298,1.394648,0.983000
635,5.108759,-4.748298,1.394648,0.983000
636,5.108759,-4.748298,1.394648,0.983000
637,5.108759,-4.748298,1.394648,0.983000
638,4.248759,-5.608298,1.414648,0.934000
639,4.248759,-5.608298,1.414648,0.934000
640,5.608759,-4.428298,1.434648,0.946000
641,5.608759,-4.428298,1.434648,0.946000
642,5.608759,-4.428298,1.434648,0.946000
643,5.608759,-4.428298,1.434648,0.946000
644,5.608759,-4.428298,1.434648,0.946000
645,5.608759,-4.428298,1.434648,0.946000
646,5.608759,-4.428298,1.434648,0.946000
647,5.608759,-4.428298,1.434648,0.946000
648,5.608759,-4.428298,1.434648,0.946000
649,5.608759,-4.428298,1.434648,0.946000
650,5.608759,-4.428298,1.434648,0.946000
651,5.608759,-4.428298,1.434648,0.946000
652,5.608759,-4.428298,1.434648,0.946000
653,5.608759,-4.428298,1.434648,0.946000
654,5.608759,-4.428298,1.434648,0.946000
655,5.608759,-4.428298,1.434648,0.946000
656,5.608759,-4.428298,1.434648,0.946000
657,5.608759,-4.428298,1.434648,0.946000
658,5.608759,-4.428298,1.434648,0.946000
659,5.608759,-4.428298,1.434648,0.946000
660,5.608759,-4.428298,1.434648,0.946000
661,5.608759,-4.428298,1.434648,0.946000
662,5.608759,-4.428298,1.434648,0.946000
663,5.608759,-4.428298,1.434648,0.946000
664,5.608759,-4.428298,1.434648,0.946000
665,5.608759,-4.428298,1.434648,0.946000
666,5.608759,-4.428298,1.434648,0.946000
667,5.608759,-4.428298,1.434648,0.946000
668,5.608759,-4.428298,1.434648,0.946000
669,5.608759,-4.428298,1.434648,0.946000
670,5.608759,-4.428298,1.434648,0.946000
671,5.608759,-4.428298,1.434648,0.946000
672,5.608759,-4.428298,1.434648,0.946000
673,4.268759,-5.968298,1.454648,0.922000
674,4.268759,-5.968298,1.454648,0.922000
675,4.268759,-5.968298,1.454648,0.922000
676,4.268759,-5.968298,1.454648,0.922000
677,4.268759,-5.968298,1.454648,0.922000
678,4.268759,-5.968298,1.454648,0.922000
679,4.268759,-5.968298,1.454648,0.922000
680,4.268759,-5.968298,1.454648,0.922000
681,4.268759,-5.968298,1.454648,0.922000
682,4.268759,-5.968298,1.454648,0.922000
683,4.268759,-5.968298,1.454648,0.922000
684,4.268759,-5.968298,1.454648,0.922000
685,4.268759,-5.968298,1.454648,0.922000
686,4.268759,-5.968298,1.454648,0.922000
687,4.268759,-5.968298,1.454648,0.922000
688,4.268759,-5.968298,1.454648,0.922000
689,4.268759,-5.968298,1.454648,0.922000
690,4.268759,-5.968298,1.454648,0.922000
691,5.288759,-5.068298,1.474648,0.987000
692,5.288759,-5.068298,1.474648,0.987000
693,5.288759,-5.068298,1.474648,0.987000
694,3.428759,-6.988298,1.494648,0.872000
695,3.988759,-6.488298,1.514648,0.906000
696,3.988759,-6.488298,1.514648,0.906000
697,3.988759,-6.488298,1.514648,0.906000
698,3.988759,-6.488298,1.514648,0.906000
699,3.988759,-6.488298,1.514648,0.906000
700,3.988759,-6.488298,1.514648,0.906000
701,3.988759,-6.488298,1.514648,0.906000
702,3.988759,-6.488298,1.514648,0.906000
703,3.988759,-6.488298,1.514648,0.906000
704,3.988759,-6.488298,1.514648,0.906000
705,3.988759,-6.488298,1.514648,0.906000
706,3.988759,-6.488298,1.514648,0.906000
707,3.988759,-6.488298,1.514648,0.906000
708,3.988759,-6.488298,1.514648,0.906000
709,3.988759,-6.488298,1.514648,0.906000
710,3.988759,-6.488298,1.514648,0.906000
711,3.988759,-6.488298,1.514648,0.906000
712,5.888759,-4.748298,1.534648,0.950000
713,5.888759,-4.748298,1.534648,0.950000
714,4.788759,-5.948298,1.554648,0.950000
715,4.788759,-5.948298,1.554648,0.950000
716,4.788759,-5.948298,1.554648,0.950000
717,4.788759,-5.948298,1.554648,0.950000
718,4.788759,-5.948298,1.554648,0.950000
719,4.788759,-5.948298,1.554648,0.950000
720,4.788759,-5.948298,1.554648,0.950000
721,4.788759,-5.948298,1.554648,0.950000
722,4.788759,-5.948298,1.554648,0.950000
723,4.788759,-5.948298,1.554648,0.950000
724,4.788759,-5.948298,1.554648,0.950000
725,4.788759,-5.948298,1.554648,0.950000
726,4.788759,-5.948298,1.554648,0.950000
727,4.788759,-5.948298,1.554648,0.950000
728,4.788759,-5.948298,1.554648,0.950000
729,4.788759,-5.948298,1.554648,0.950000
730,4.788759,-5.948298,1.554648,0.950000
731,4.788759,-5.948298,1.554648,0.950000
732,4.788759,-5.948298,1.554648,0.950000
733,4.788759,-5.948298,1.554648,0.950000
734,4.788759,-5.948298,1.554648,0.950000
735,4.788759,-5.948298,1.554648,0.950000
736,4.788759,-5.948298,1.554648,0.950000
737,4.788759,-5.948298,1.554648,0.950000
738,4.788759,-5.948298,1.554648,0.950000
739,4.788759,-5.948298,1.554648,0.950000
740,4.788759,-5.948298,1.554648,0.950000
741,4.788759,-5.948298,1.554648,0.950000
742,4.788759,-5.948298,1.554648,0.950000
743,4.788759,-5.948298,1.554648,0.950000
744,4.788759,-5.948298,1.554648,0.950000
745,4.788759,-5.948298,1.554648,0.950000
746,5.908759,-4.868298,1.574648,0.951000
747,5.908759,-4.868298,1.574648,0.951000
748,5.908759,-4.868298,1.574648,0.951000
749,5.908759,-4.868298,1.574648,0.951000
750,5.908759,-4.868298,1.574648,0.951000
751,5.908759,-4.868298,1.574648,0.951000
752,5.908759,-4.868298,1.574648,0.951000
753,5.908759,-4.868298,1.574648,0.951000
754,5.908759,-4.868298,1.574648,0.951000
755,5.908759,-4.868298,1.574648,0.951000
756,5.908759,-4.868298,1.574648,0.951000
757,5.908759,-4.868298,1.574648,0.951000
758,5.908759,-4.868298,1.574648,0.951000
759,5.908759,-4.868298,1.574648,0.951000
760,5.908759,-4.868298,1.574648,0.951000
761,5.908759,-4.868298,1.574648,0.951000
762,5.908759,-4.868298,1.574648,0.951000
763,5.908759,-4.868298,1.574648,0.951000
764,5.908759,-4.868298,1.574648,0.951000
765,5.908759,-4.868298,1.574648,0.951000
766,5.908759,-4.868298,1.574648,0.951000
767,4.968759,-5.848298,1.594648,0.959000
768,4.968759,-5.848298,1.594648,0.959000
769,4.968759,-5.848298,1.594648,0.959000
770,4.968759,-5.848298,1.594648,0.959000
771,4.968759,-5.848298,1.594648,0.959000
772,6.748759,-4.128298,1.614648,0.887000
773,6.748759,-4.128298,1.614648,0.887000
774,6.748759,-4.128298,1.614648,0.887000
775,6.748759,-4.128298,1.614648,0.887000
776,6.748759,-4.128298,1.614648,0.887000
777,6.128759,-4.808298,1.634648,0.943000
778,6.128759,-4.808298,1.634648,0.943000
779,6.128759,-4.808298,1.634648,0.943000
780,6.128759,-4.808298,1.634648,0.943000
781,6.128759,-4.808298,1.634648,0.943000
782,6.128759,-4.808298,1.634648,0.943000
783,6.128759,-4.808298,1.634648,0.943000
784,6.128759,-4.808298,1.634648,0.943000
785,6.128759,-4.808298,1.634648,0.943000
786,6.128759,-4.808298,1.634648,0.943000
787,6.128759,-4.808298,1.634648,0.943000
788,6.128759,-4.808298,1.634648,0.943000
789,6.128759,-4.808298,1.634648,0.943000
790,6.128759,-4.808298,1.634648,0.943000
791,6.128759,-4.808298,1.634648,0.943000
792,6.128759,-4.808298,1.634648,0.943000
793,6.128759,-4.808298,1.634648,0.943000
794,6.128759,-4.808298,1.634648,0.943000
795,6.128759,-4.808298,1.634648,0.943000
796,6.128759,-4.808298,1.634648,0.943000
797,6.128759,-4.808298,1.634648,0.943000
798,6.128759,-4.808298,1.634648,0.943000
799,6.128759,-4.808298,1.634648,0.943000
800,6.128759,-4.808298,1.634648,0.943000
801,6.128759,-4.808298,1.634648,0.943000
802,6.128759,-4.808298,1.634648,0.943000
803,6.128759,-4.808298,1.634648,0.943000
804,6.128759,-4.808298,1.634648,0.943000
805,5.488759,-5.608298,1.654648,0.999000
806,5.488759,-5.608298,1.654648,0.999000
807,5.488759,-5.608298,1.654648,0.999000
808,5.488759,-5.608298,1.654648,0.999000
809,5.488759,-5.608298,1.654648,0.999000
810,5.488759,-5.608298,1.654648,0.999000
811,5.488759,-5.608298,1.654648,0.999000
812,5.488759,-5.608298,1.654648,0.999000
813,5.488759,-5.608298,1.654648,0.999000
814,5.488759,-5.608298,1.654648,0.999000
815,5.488759,-5.608298,1.654648,0.999000
816,5.488759,-5.608298,1.654648,0.999000
817,5.488759,-5.608298,1.654648,0.999000
818,5.488759,-5.608298,1.654648,0.999000
819,5.488759,-5.608298,1.654648,0.999000
820,5.488759,-5.608298,1.654648,0.999000
821,5.488759,-5.608298,1.654648,0.999000
822,5.488759,-5.608298,1.654648,0.999000
823,5.488759,-5.608298,1.654648,0.999000
824,5.488759,-5.608298,1.654648,0.999000
825,5.488759,-5.608298,1.654648,0.999000
826,5.488759,-5.608298,1.654648,0.999000
827,5.488759,-5.608298,1.654648,0.999000
828,5.488759,-5.608298,1.654648,0.999000
829,5.488759,-5.608298,1.654648,0.999000
830,5.488759,-5.608298,1.654648,0.999000
831,5.488759,-5.608298,1.654648,0.999000
832,5.488759,-5.608298,1.654648,0.999000
833,5.488759,-5.608298,1.654648,0.999000
834,5.488759,-5.608298,1.654648,0.999000
835,5.488759,-5.608298,1.654648,0.999000
836,5.488759,-5.608298,1.654648,0.999000
837,5.488759,-5.608298,1.654648,0.999000
838,5.488759,-5.608298,1.654648,0.999000
839,5.488759,-5.608298,1.654648,0.999000
840,5.488759,-5.608298,1.654648,0.999000
841,5.488759,-5.608298,1.654648,0.999000
842,5.488759,-5.608298,1.654648,0.999000
843,5.488759,-5.608298,1.654648,0.999000
844,5.488759,-5.608298,1.654648,0.999000
845,5.488759,-5.608298,1.654648,0.999000
846,5.488759,-5.608298,1.654648,0.999000
847,5.488759,-5.608298,1.654648,0.999000
848,5.488759,-5.608298,1.654648,0.999000
849,5.488759,-5.608298,1.654648,0.999000
850,5.488759,-5.608298,1.654648,0.999000
851,5.488759,-5.608298,1.654648,0.999000
852,5.488759,-5.608298,1.654648,0.999000
853,5.488759,-5.608298,1.654648,0.999000
854,5.488759,-5.608298,1.654648,0.999000
855,5.488759,-5.608298,1.654648,0.999000
856,5.488759,-5.608298,1.654648,0.999000
857,5.488759,-5.608298,1.654648,0.999000
858,5.488759,-5.608298,1.654648,0.999000
859,5.488759,-5.608298,1.654648,0.999000
860,5.488759,-5.608298,1.654648,0.999000
861,5.488759,-5.608298,1.654648,0.999000
862,5.488759,-5.608298,1.654648,0.999000
863,5.488759,-5.608298,1.654648,0.999000
864,5.488759,-5.608298,1.654648,0.999000
865,5.488759,-5.608298,1.654648,0.999000
866,5.488759,-5.608298,1.654648,0.999000
867,5.488759,-5.608298,1.654648,0.999000
868,5.488759,-5.608298,1.654648,0.999000
869,5.488759,-5.608298,1.654648,0.999000
870,5.488759,-5.608298,1.654648,0.999000
871,5.488759,-5.608298,1.654648,0.999000
872,5.488759,-5.608298,1.654648,0.999000
873,5.488759,-5.608298,1.654648,0.999000
874,5.488759,-5.608298,1.654648,0.999000
875,5.488759,-5.608298,1.654648,0.999000
876,5.488759,-5.608298,1.654648,0.999000
877,5.488759,-5.608298,1.654648,0.999000
878,5.488759,-5.608298,1.654648,0.999000
879,5.488759,-5.608298,1.654648,0.999000
880,5.488759,-5.608298,1.654648,0.999000
881,5.488759,-5.608298,1.654648,0.999000
882,5.488759,-5.608298,1.654648,0.999000
883,5.488759,-5.608298,1.654648,0.999000
884,5.488759,-5.608298,1.654648,0.999000
885,5.488759,-5.608298,1.654648,0.999000
886,5.488759,-5.608298,1.654648,0.999000
887,5.488759,-5.608298,1.654648,0.999000
888,5.488759,-5.608298,1.654648,0.999000
889,5.488759,-5.608298,1.654648,0.999000
890,5.488759,-5.608298,1.654648,0.999000
891,5.488759,-5.608298,1.654648,0.999000
892,5.488759,-5.608298,1.654648,0.999000
893,5.488759,-5.608298,1.654648,0.999000
894,5.488759,-5.608298,1.654648,0.999000
895,5.488759,-5.608298,1.654648,0.999000
896,5.488759,-5.608298,1.654648,0.999000
897,5.488759,-5.608298,1.654648,0.999000
898,5.488759,-5.608298,1.654648,0.999000
899,5.488759,-5.608298,1.654648,0.999000
900,5.488759,-5.608298,1.654648,0.999000
901,5.488759,-5.608298,1.654648,0.999000
902,5.488759,-5.608298,1.654648,0.999000
903,5.488759,-5.608298,1.654648,0.999000
904,5.488759,-5.608298,1.654648,0.999000
905,5.488759,-5.608298,1.654648,0.999000
906,5.488759,-5.608298,1.654648,0.999000
907,5.488759,-5.608298,1.654648,0.999000
908,5.488759,-5.608298,1.654648,0.999000
909,5.488759,-5.608298,1.654648,0.999000
910,5.488759,-5.608298,1.654648,0.999000
911,5.488759,-5.608298,1.654648,0.999000
912,5.488759,-5.608298,1.654648,0.999000
913,5.488759,-5.608298,1.654648,0.999000
914,5.488759,-5.608298,1.654648,0.999000
915,5.488759,-5.608298,1.654648,0.999000
916,5.488759,-5.608298,1.654648,0.999000
917,5.488759,-5.608298,1.654648,0.999000
918,5.488759,-5.608298,1.654648,0.999000
919,5.488759,-5.608298,1.654648,0.999000
920,5.488759,-5.608298,1.654648,0.999000
921,5.488759,-5.608298,1.654648,0.999000
922,5.488759,-5.608298,1.654648,0.999000
923,5.488759,-5.608298,1.654648,0.999000
924,5.488759,-5.608298,1.654648,0.999000
925,5.488759,-5.608298,1.654648,0.999000
926,5.488759,-5.608298,1.654648,0.999000
927,5.488759,-5.608298,1.654648,0.999000
928,5.488759,-5.608298,1.654648,0.999000
929,5.488759,-5.608298,1.654648,0.999000
930,5.488759,-5.608298,1.654648,0.999000
931,5.488759,-5.608298,1.654648,0.999000
932,5.488759,-5.608298,1.654648,0.999000
933,5.488759,-5.608298,1.654648,0.999000
934,5.488759,-5.608298,1.654648,0.999000
935,5.488759,-5.608298,1.654648,0.999000
936,5.488759,-5.608298,1.654648,0.999000
937,5.488759,-5.608298,1.654648,0.999000
938,5.488759,-5.608298,1.654648,0.999000
939,5.488759,-5.608298,1.654648,0.999000
940,5.488759,-5.608298,1.654648,0.999000
941,5.488759,-5.608298,1.654648,0.999000
942,5.488759,-5.608298,1.654648,0.999000
943,5.488759,-5.608298,1.654648,0.999000
944,5.488759,-5.608298,1.654648,0.999000
945,5.488759,-5.608298,1.654648,0.999000
946,5.488759,-5.608298,1.654648,0.999000
947,5.488759,-5.608298,1.654648,0.999000
948,5.488759,-5.608298,1.654648,0.999000
949,5.488759,-5.608298,1.654648,0.999000
950,5.488759,-5.608298,1.654648,0.999000
951,5.488759,-5.608298,1.654648,0.999000
952,5.488759,-5.608298,1.654648,0.999000
953,5.488759,-5.608298,1.654648,0.999000
954,5.488759,-5.608298,1.654648,0.999000
955,5.488759,-5.608298,1.654648,0.999000
956,5.488759,-5.608298,1.654648,0.999000
957,5.488759,-5.608298,1.654648,0.999000
958,5.488759,-5.608298,1.654648,0.999000
959,5.488759,-5.608298,1.654648,0.999000
960,5.488759,-5.608298,1.654648,0.999000
961,5.488759,-5.608298,1.654648,0.999000
962,5.488759,-5.608298,1.654648,0.999000
963,5.488759,-5.608298,1.654648,0.999000
964,5.488759,-5.608298,1.654648,0.999000
965,5.488759,-5.608298,1.654648,0.999000
966,5.488759,-5.608298,1.654648,0.999000
967,5.488759,-5.608298,1.654648,0.999000
968,5.488759,-5.608298,1.654648,0.999000
969,5.488759,-5.608298,1.654648,0.999000
970,5.488759,-5.608298,1.654648,0.999000
971,5.488759,-5.608298,1.654648,0.999000
972,5.488759,-5.608298,1.654648,0.999000
973,5.488759,-5.608298,1.654648,0.999000
974,5.488759,-5.608298,1.654648,0.999000
975,5.488759,-5.608298,1.654648,0.999000
976,5.488759,-5.608298,1.654648,0.999000
977,5.488759,-5.608298,1.654648,0.999000
978,5.488759,-5.608298,1.654648,0.999000
979,5.488759,-5.608298,1.654648,0.999000
980,5.488759,-5.608298,1.654648,0.999000
981,5.488759,-5.608298,1.654648,0.999000
982,5.488759,-5.608298,1.654648,0.999000
983,5.488759,-5.608298,1.654648,0.999000
984,5.488759,-5.608298,1.654648,0.999000
985,5.488759,-5.608298,1.654648,0.999000
986,5.488759,-5.608298,1.654648,0.999000
987,5.488759,-5.608298,1.654648,0.999000
988,5.488759,-5.608298,1.654648,0.999000
989,5.488759,-5.608298,1.654648,0.999000
990,5.488759,-5.608298,1.654648,0.999000
991,5.488759,-5.608298,1.654648,0.999000
992,5.488759,-5.608298,1.654648,0.999000
993,5.488759,-5.608298,1.654648,0.999000
994,5.488759,-5.608298,1.654648,0.999000
995,5.488759,-5.608298,1.654648,0.999000
996,5.488759,-5.608298,1.654648,0.999000
997,5.488759,-5.608298,1.654648,0.999000
998,5.488759,-5.608298,1.654648,0.999000
999,5.488759,-5.608298,1.654648,0.999000
